comment,SEJ_label,PEJ_label,MRJ_label
부정선거를 따지려면 대선부터 조사해야지  어떻게 윤석열이 대통령이 되냐?,0,1,1
부정선거 철저히 조사해라 국짐다이 50석 이상 나올수가 없다,0,1,1
"부정선거 제대로 수사해서 우리나라가 바로서길 바랍니다.부정선거 수사 못하게 하는 인간이 부정선거의 수혜자입니다.
잘지켜보겠습니다.",0,0,1
부정선거~간첩질하는 것들 이참에 다 잡아없애라그렇게 좋아하는북한으로  보내라,1,1,1
707 다시 투입해라  이재명 한동훈 일단 쓸어버리자 그럼 끝나  ^^  김건희 보호 가능 그래도 보호 안되면 북한에 미사일 10발만 날려,1,1,1
지가 이기면 당연하고 남이 이기면 부정이냐?????,1,1,1
대통령이 틀튜브 보고 눈 돌아가서 헌법기관 공습을 요구하다니.. 내란죄 수괴는 사형 모르나? 미쳤구나 진짜 ㅋㅋㅋㅋ,1,1,1
부정선거 운운 댓글 =전광훈 태극기 댓글부대 ㅋ ㅋ,1,1,1
윤석열이 끝나는게 아니라 민주당이 끝나게 생겼네,0,1,1
부정선거가 밝혀지면 그땐 진짜 계엄령 선포 계엄군에 반발하는자는 즉각 발포까지도 가능한 상황이 올듯,0,1,1
뉴라이트와  극우에 가스라이팅된 인간이 대통령인 현실 참담하다  하루빨리 직무정지해야한다,1,1,1
좀 지켜봐야 긋네 대통령 선거 당시에도 인천에서 조선족들 투표함 들고 나가려다 걸렸던거 왜 얘기 안나오나 했더니..,0,1,1
이찍이들아...니들이 부정선거라는 과거 총선당시 총책임자는 윤석열이 임명한 선관위원장이다 한심한 아오,1,1,1
"성동격서 윤대통령님 뜻이 있을줄 알았습니다.부정선거 다 파헤쳐라!
부정선거야말로 사형감이다!",1,1,1
백민번 부정선거라도 윤석렬 정신병지임. 체포해야함.,1,1,1
선관위 습격해서 명태균 여조자료 삭제!!! 윤석열 이십년 종신 집권 가즈아ㅏㅏㅏㅏㅏㅏ,0,1,1
"계엄령 더 써서라도 부정선거를 뿌리채 뽑아주세요
국민 대다수는 윤석열 대통령님의 결정에 공감합니다
언론은 신경쓰지마세요",0,1,1
"부정선거 깉은 소리 하네 ㅋㅋㅋㅋ니들 시나리오 국민들은 이미 다 알어
그리고 댓글 부대들 니네 너무 티나 ㅋㅋㅋㅋㅋㅋㅋ",1,1,1
국회의원 수준이 아니다라고 생각했는데 ..  역시 도둑 뺏지가 많았군 대통령님 응원합니다,1,1,1
부정선거를 군인들까지 끌고가서확인하냐?대통령씩이나되서 지가 직접찾아가면되지 그럼 누가 제지하나?,1,1,1
"윤석렬 옹호아들아 니들 자식과 손자들이 보고있다 니들한테 도대체 뭘 배우겠냐,  니들이 부모냐???",1,1,1
대통령이 극우 유튜버네.,0,1,1
아직은 시기상조 같지만.. 윤석열 뭔가 한방보여줬음 좋겠네,0,0,1
평생 수사해온 검사 출신 대통령이 후폭풍을 감수하고 했다는건 확신이있기 때문이다....대통령이 접했을 정보는 상상 이상이다.,0,0,1
댓글알바 돈줄끊어야하는데 2찍들 저것들때메 나라꼴개꼴,1,1,1
윤대통령님 역시 믿고있었습니다,0,0,0
거니야 댓글이 밀리잔아 부정선거 씨나락이 안먹힌다 어쩌냐 성상납해서 얻은 기둥서방이랑 같이 거 니 야 감 옥 가 자,1,1,1
판이 뒤집힌다. 부정선거....    그리 허술하게 계엄을 할까. 의문이었는데...  발본색원 해. 주시길..,0,1,1
댓글 공작부대. 대박납셨네 와~~ 가지가지들한다. 쯧,1,1,1
극우유툽이 뛰운 부정선거 씨나락에 내란죄를 저질렀다? 국가전복을 획책한 극우유툽을 내란공모죄로 체포하고 처벌하라,1,1,1
선관위 잘뒤졓다 뭔가있다부정선거 나이든사람들이 사전투표더하는걸로아는데 본투표 국힘이이기다 사전투표함까면역전되던게말이안되긴했어,0,1,1
영화같은 일이네요 윤대통령님 지지합니다,0,0,0
"2020. 4•15, 2024. 4•10 부정선거 바로잡아 잃어버린 국민주권 되찾아야!!",0,0,1
베댓으로 네이버 댓글 쉰내나고 망한거 체감중~~~,1,0,1
선관위 공직자 3년제로 군인처럼 전국 뺑뺑이 돌려야함. 중앙 선관위 선발은 말단부터 신원조사. 4촌이내 직계방계 친인척은 취업 제한 둬야함.,0,1,1
200석 안될걸 고맙게 생각해야지 ㅋㅋ미친,1,1,1
"내란 반란 수괴  땡윤!!!북괴  정은이 같은넘. 나라를 몇십년을 후퇴시킨거냐.
이런걸 두둔하는  잡것들은 또 뭐하는것들이고..",1,1,1
와!  윤석열이 제갈량이네. 이재명은 동탁,0,1,1
강아지보다못한것들이 왜이리많아 보고듣고도 엉뚱한소리만 지껄이는것들. 제발 유투브따라가지말고 생각들좀해.,1,1,1
국민의힘 이놈들은 자기네가 돈써서 불법여론조사하더니만 매관매직하고 그러니까 선거자체를 지들 마인드로 해석해버리네 역시 범죄자 마인드답다,1,1,1
찢주당 ㄹㅇ 큰일났네 ㅋㅋㅋㅋㅋ,1,1,1
주사파 좌파 선거조작범들 싹다 잡아서 사형시키자,1,1,1
부정선거의혹 의혹만 가지고 계엄선포하냐???  확실한 증거가지고있고   검찰수사로는 하세월이니  단칼에  작살내려고한거지,1,1,1
석열이가 궁지에 몰리니까 선관위 장악해서 조작 심어놓고 부정선거로 몰아가려한거군 조작검사 출신답다,1,1,1
아이고 대통령님 감사감사드립니다  그렇게 깊은뜻이 있었네요 울대통령님 최고최고 최고 만세만만세,0,0,1
명태균 관련은 아니고?,0,0,0
부정선거 밝혀내고 력적들 사형시키고 대한민국을 다시 세워올려라 !!!!!!! 깃발을 올려라,1,1,1
국민으로서 투표한 진심 투표함한번 까보고싶다,0,0,0
난 아직 추미애 당선이 믿기지 않는다,0,0,0
다른 나라 사람들이 봐도 이상했던 사건을 자국민이 옹호하네,0,1,1
자발적으로 국방부장관 됐을 때부터 계엄계획 세운거잖아,0,1,1
진짜 눈물 난다. 진짜 선관위원들아 정직해지자. 양심걸고 나라 팔아먹으면 안되잖아.,1,0,1
싹다조사해서 민주주의를 지켜주세요마지막희망입니다,1,0,0
부정선거 대선 얘기인거죠 윤거니가 얼마나지 않은 표차로 대통령된 그 선거,0,1,1
탄핵되면  범죄자 이재명 8년동안 대통령함ㅋㅋ 부정선거 조작 증거 나왔다니까 이재명 방탄당들 금뺏지 뺏고 나라 정상화로,1,1,1
파일 삭제가 아니고 원격 파일을 심어 두고 나왔다빨리 찾아라 아님 다른 곳으로 옮겨간다,0,0,1
한국판 장검의밤 한 번 가자.,0,1,1
"댓글알바들이 진짜 있구나 
어제부터 유튜브부터해서 이상한영상 올라오고

무지성으로 찬양하던데",0,0,0
윤석열 홧팅!!!!!!부정선거 첩보를  국정원에서  보고 받고  검찰에  이첩안하고  손에 쥐고 있다가  기습한거네!!!!토끼몰이 하고  성동격서 ㅋㅋ,1,0,1
얼마받고일해요? 나중에 얼마나 더 큰죄를 받을라고,0,1,1
불법 해킹프로그리ㅣㅁ설치한거네,0,1,1
집권 여당이 부정선거를 하였다 참으로 얼빵해짐,1,1,1
가담자들도 책임을물어야 합니다...,0,0,0
윤통은 천재임   국회는  미끼였던거지    선관위는 성역이라 영장발부가 안되니   계엄때는  영장없이 칠수있었더거임재명아  잘자고 있냐 ㅋㅋ,0,1,1
검찰을 장악한 대통령이 무슨이유로?,0,0,0
진짜 용기 대단하다  구국결단 이었네,0,0,0
"이번엔제대로 밝혀보자. 부정선거 핵심증거 나오는순간 국회는
해산수군이고, 그동안 더불비리당이  어떻게 선거때마다
압승해왔는지 그 내막이 드러날 것임.",1,1,1
극우 유투브. 방송만 봤네. 그러니 저럿짓을 하지,1,1,1
명분 만들려고 잔머리 많이 썻네 탄핵 안하면 국힘 의원들도 당한다 동참 해라,0,1,1
여론조작으로 부정선거 니그들이 했잔아 ㅋㅋ,1,1,1
대통령이란 작자가 꼴통들 유튜브 보고 좋아요 나 누르고 있으니 나라가 개판...,1,1,1
여기들 모여 댓글쓰고들 있었네. 용산반역돼지 아바이수령 찬양하는 것들이...,1,1,1
"부정투표 조사?소가웃을 일이다!
부정투표 조사 한답시구, 부정투표한것처럼  조작하것지 !!니들속  모를줄아냐?",1,1,1
와... 영웅이다 부정선거 밝혀내어 나라 바로잡다,0,0,0
물타기도 삼류 바보들 시나리오,1,1,1
여기도 덜떨어진 사람들 많구만..,1,1,1
유튜브 프레임도 겁나 웃김 ㅎㅎㅎ 요즘에 초딩들도 tv안보고 유튜브보는 시대인데 ㅎㅎㅎ 헬조선 50대는 답이 없다 ㅎㅎㅎ,1,1,1
테러리스트 페미들 계엄 터질때 기사마다 베댓작업더라 ㅋㅋ,1,1,1
헐 대박 이런 이유로 계엄을 한거였군  선관위 조사하려고 그래 그럼 뭔가 갖고 나온거 없나? 뭐가 나왔을까 궁금하다,0,0,0
댓글이 여론인줄 아는건가??,0,0,0
석렬좌 시나리오 대박이네,0,1,1
당신들은 나라를 사랑하십니까? 지금은 국민과 경제를 생각 할 시기에 딴짓 하고 있으니 .,0,0,0
유권자 수준이 이러니까 대한민국이 암울한 거야. 그리스 철학자들이 현명했다니까.,1,1,1
十二월(王)  /  三일 十시(王)  /  三十분(王) . . . 12월 3일 10시 30분,0,0,0
조선일보 보다 기사내용이 훨씬 낫다,0,0,0
"대통령실,검찰 특활비도 계엄령으로 죠지면 된다는거??",1,1,1
전라도 빼고 싹다 조작했거나 전라도 포함 조작했거나 ㅋㅋ 궁금합니다,1,1,1
"야, 네이버 니네 간첩이야? 부정선거에 관련된자들을 처벌해야 한다는 게 왜 클린봇에 걸려? 니네 친중매국이야? 똑바로 안 해?",1,1,1
네이버 댓글 그팀입니다 그 여자 관련 오빠놈 팀!!!!,0,1,0
형상기억종이 가져와봐 그럼  부정선거아니라고할께,0,1,1
댓글팀이 여기 있네? 여깁니다!!!!  빠르게 잡아서 캐봐요!!!,0,1,0
"내란죄로 사형이다조작하러들어갔냐?
댓글보니 2찍이들 돌았네",1,1,1
댓글 작업 열쉬미 하네 정말,0,0,0
댓글 보니 어질어질하다.,1,0,0
명태균 여론조작 부정선거 증거인멸할라고?,1,1,1
ㅋㅋ 그렇게 떳떳하면  선관위 김여사 채상병 등등 여야 합의하에 특검 받으면 될거가지고 안하면서 ㅋ 쿠데타하다가 실패해놓고 이걸 쉴드치네. ㅋㅋㅋ,1,1,1
패중에 조커가 있어야 할텐데....나가리되면 나가린데,1,1,0
전과도 있는데 부정선거도 했을 가능성. 있음.  목적만 중요하고 양심이 없으니까,1,1,1
"자 이제 한동훈, 안철수를 포함한 계엄 해제를 요구한 국힘 내 박쥐 놈들을 어떻게 해야할까 ㅋㅋㅋ",1,1,1
베댓 알바들 진짜 티나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 도대체 국민을 얼마나 바보로 보고 있는걸까,1,1,1
부정선거 민주당쥐들... 도망갈 시간은 지금 밖에 없단다 ㅎ,1,1,1
"저 내란수괴는 어디 숨었지? 혹시, 벌써 출국해서 박근혜때 계엄 작전 문서 작성한 조현천이랑 골프치고 있냐?",1,1,1
여기 댓글보니 우리나라 트럼프 저리가라네 ㅋㅋㅋ,0,1,0
목표는 선관위였다는...ㄷㄷㄷㄷㄷ 드라마같다.,0,0,0
거기에 고구마 숨겨놨나보네,0,0,0
부정선거 지령어 댓글들도 ip 털어서 내란죄 처벌하라,1,1,1
그럼..증거확보도 못하고 분위기만 살피다 왔다는거임? 여섯시간동안?,0,0,1
사장님이 찔리는게 있어서 증거인멸하려고 선관위 간거지...,1,1,1
영장없이 압수수색 하기위한 계획,0,1,0
명태균이 한 여론조사 증거인멸하러 갔구만,0,1,0
"부정선거 놀음판 국회, 반국가세력 민주당에게 당한 대한민국을 살릴 영웅이다, 윤석열, 김용현 응원합니다. 민주당 탄핵!",1,1,1
뭔가 있을듯 했는데..,0,0,0
"부정선거를 한 증거가 선관위에 있었나왜 그 와중에 거길 가서..
국회의원의 부정선거야
아님 본인꺼 치우러 간거야",1,1,1
지난 대선 부정 선거 증거 없애려고?,0,1,0
"갑인 놈이무력으로 풀면 폭행이여
말로 풀어야지",0,1,1
5년만에 제일 기쁜뉴스다,0,0,0
믿고있었고 믿습니다!!!!,0,0,0
국회는 샤킹~~~바보들 ㅎㅎㅎ,1,1,1
ㅂㅈ선거로 ㄷㅌㄹ 댓겟지 ㅎㅎ,0,1,1
대통령선거 부정선거의혹만 밝혀질듯,0,0,1
부정선거로 민주당 190석 얻은 거였어? 어쩐지..,0,1,1
그럼 그렇지뭔가 있을줄 알았다.,0,0,0
감옥 갈놈들수두룩 나오긋넹 기쁘도다. 사형시키는게 답일듯 히히,1,1,1
국회의원을 처리하고 총선거를 다시 할 생각이였겠지.,0,1,0
부정선거는 니들이 했더만 ㅋㅋㅋㅋ,1,1,1
부정선거했다쳐도 예로부터 이승만 박정희같은 보수쪽 인물들은 많이 했는데 민주당은 왜 부정선거하면 안됨?,0,1,1
포렌식하고 더불어민주당 부정선거 증거확보 여론이 진보적이라 보도가 없는듯,0,0,0
대선 이상하다했다 명태균도 그렇고 부정선거네 석열점마 10할,1,1,1
대한민국의 탄핵의 배가 너무 많아 산으로감,0,0,1
나라꼬라지 거의 극우유튜브가 나라를 움직이네 10할 도그판,1,1,1
"부정선거 핑계대고 윤석열, 김건희 공천개입 여론조작,여론조사한거 증거인멸하려고 김용현이가 잔머리 굴리다가 윤석열 과 김용현 은 내란수괴로 사형당한다.",1,1,1
부정선거 190마리 들 척살하라,1,1,0
저번 선거부터 부정선거 언제 밝혀지려나 했는데 이제 밝혀지려나,0,0,0
내란사범 윤석열 구속 체포해라,1,1,1
이게 뉴스시 네이버 메인이라고?? 실화냐?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
검찰총장까지 한 사람인데 누가봐도 허술하게 국회 봉쇄좀하다가 바로 해산했는데 당연히 이유가 있었지,0,0,0
가해자를 피해자로만드는 개검찰 클라스 어디가냐?ㅋ댓글부대 동원하고 국개위원 몇구속시키면 그게 또 진실이되는세상,1,1,1
"아 오늘 두발뻗고 자겠다… 드디어 판도라의 상자, 부정선거가 열리네ㅠㅠ 감격스럽다",0,1,0
부정선거 밝혀져서 간첩들 싹 다 때려잡고 대한민국 다시 시작 하자 좌파들 이때다 싶어 선동하고 나대는 꼴 너무 보기 싫다,1,1,1
계엄이 실패할 때를 대비한 뭔가도 있어야지,0,0,0
사법부에 암약하고 있는 종북 간첩도 소탕이 필요합니다.,1,1,1
참 한심하다  한심해 변명이 고작이거니,1,1,1
윤석열이 법을 몰랐을까?진짜 홧김에 비상계엄했을까?진짜 의심스럽네.,0,0,1
소오름.... 다 이유가 있으셨군요,0,0,0
영화 마니봤네 ~느그들 ㅉㅉ,0,1,1
부정선거 의혹을 왜 당신들이 합니까?  검경이 해야지?,0,0,0
모든 흑막은 시진핑이다,1,1,1
2번의 총선과 대통령 선거니 우파가 최소 6년은 우리가 해야겠네.  이제 의원 192명 우리꺼.  부정선거놈들은 사형시키고,1,1,1
부정선거 판 뒤집혔데ㅋㅋㅋㅋㅋ 다들 미쳤구만. 아이고 ㅋㅋ 진짜 이나라는 망해야함,1,1,1
댓글들 왜 이래. 맹신이냐 무지냐 치매냐,1,1,1
부정선거 자료가 나온다면 이건 역대급 반전인데?,0,0,0
https://nodong.org/demand 국힘당 의원에게 탄핵 찬성,0,0,0
밖에 나가서 소리칠 용기도 힘도 없는 뒷방 늙은이들만 댓글창에 남아서 눈가리고 귀 막고 맥 없이 우리가 맞다! 반복만 하고있구나,1,1,1
그래서 선관위 서버 털린건가요?,0,0,0
선관위 아주 철저하게 전수조사하여 맡맡이 까발리고 모든 의혹을 100% 해소하기 바란다.,0,0,0
암암.부정선거를 밝히려면 계엄군을 투입하는것이 맞다고본다,0,1,1
의혹이 아니라 팩트가 나와야 할 것입니다,0,0,0
윤석열이 부정선거 수사하는거 이율배반적인게 검찰총장이던 시절 2020년 총선 부정선거 소송 15개 모두 무혐의 처분해버림ㅋ,0,1,1
선관위 서버점검? ? 뭘까,0,0,0
미친 부정선거까지 나오는거야,1,1,1
계엄군들 지들 몰랐다는게 말이 안된다니까? 걍 서로 책임 미루기 하고 있는 거임,0,1,1
출구 조사보고 와 윤 탁핵이다 좋아했는데. 뒤집어져서 실망했는데 ㅋㅋ 그리고 대선 지방선거 전부 조작하지 ㅋ 총선만 조작하냐 ㅋㅋ,0,1,1
모지리가 저 모양인데 국힘 찍고 싶었을까?,1,1,1
"총선 여론조사 반반이었는데 분명 뭔가 이상한 선거였다!!!
밝혀주세요!! 부정선거",0,1,1
일개 유튜버보다 분석도 보도도 늦는 언론사들,1,0,1
https://www.youtube.com/live/AU34zCxZX6A?si=5WAqqCLNTW_1APEk,0,0,0
사실이 명명백백밝혀지고 분쟁없이 국가가 안정되길..,0,0,0
"술이 이유가 아니라 부정선거에 대한 믿음이 게엄 사유라? 나라가 휘청했는데, 부정선거 증거 안나오면 정신병원 입원하셔야 겠네. 계획이 다 있어네 ㅎㅎ",1,1,1
극우 유투브    선동질하는것만   쳐다보고있으니   제정신이 아니지      위험한 인물  용산에 있는 돼지한마리 체포하라!!,1,1,1
뒤에 더 큰 뭔가 있을거라 생각했더니 역시...,0,0,1
그래서 뭐가 나왔는데요? 윤석열 살릴만한 뭐라도 나왔는지????,0,0,1
명태균무새 = 지령받은 작업자,1,1,1
극우 유투버 좀 그만 보시길,1,1,0
네이버 메인에 올라오기 시작하네 ㅎ 잡아냈다는 소리지 ㅎ,0,0,1
뭔가 확실한게 있으니 이렇게라도 핬지 고작 명태균 하나때문에 정치 생명걸겠나..기다려보자,0,0,0
석열아 2차 계엄 언제 할꺼니 ?,0,1,1
껍데기 만 보지 마라. 그 정도로 허술하게 하지 않은듯,0,0,1
선관위 접수하고 부정선거로 몰고 가려고 한것 같네,0,1,1
딱봐도 명태균이 땜에 밝혀질 국힘 부정선거 증거들 인멸하려한거구만 이걸 민주당 부정선거 증거 잡으려했다고?ㅋㅋ 검찰 잘하는 그냥 수사로 하면 될걸?ㅋㅋㅋ,1,1,1
부정선거? 니가 대통령된게 부정선거다,1,1,1
10프로 2찍이들이 부정선거 운운하면서 나라를 내란에 빠뜨리는데 이게 간첩아니면 뭐냐?,1,1,1
윤석열 당선이 부정선거면 부정선거지....,0,0,1
윤석열이가 대통령된건 부정선가아니고   총선진건  부정선거냐?  이게 내로남불,1,1,1
선거 조작이면  계엄10번이라도 찬성이다,0,1,1
"자기들이 진 선거는 부정선거고, 이긴선거는 공정선거라고 하는거 너무 찌질함 ㅋㅋㅋㅋㅋㅋㅋ",1,1,1
"부정선거?윤이 당선자인데  이제 와서  부정선거?

ㅋㅋ",1,1,1
윤석열이가 이긴 것은 정당한 선거고 민주당이 이긴 것은 부정 선거. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,1
와... 진짜 망상에 쩔어살았구나 윤석열이....,1,1,1
윤석열이 수준을 단적으로 말해주는거다. 대가리 속 의식구조가 극우 유튜버 수준이라는걸.,1,1,1
부정선거 조사가 아니라 명태균 황금폰 때문에 선거조작한 자료 없애러 간거지,1,1,1
"2차 계엄으로 이재명이 민주당 싹 쓸어버리고 그리고 서울 초토화  마지막에는 북한에 공격 ^^
그게 마누라 살길이라면  그렇게 해라",1,1,1
"ㅡㅡ 한심하다아직도 이런 걸 믿다니
진짜 어이털려",1,1,1
울산 시장 선거 개입한 민주당이고 공직 선거법 위반으로 재판 받은게 이재명인데 선거 조작 안했을리가,0,1,1
선관이 부정선거 전산망 밝혀주세요 대통령님 그리고 부정선거로 당선된 국개의원들 재선거하고 노태악 이범죄자 꼭처단하세요,1,1,1
계엄령 한번 더 하고 부정선거로 당선된 여.야 국회의원들싹다 잡아넣고 특히 양정철등 부정선거 주동자들은 사형이다,1,1,1
"이렇게까지 해서 사랑하는 아내를 지키는구나부럽다
나도 아내를 꼭 지켜야지",0,0,0
지금 선관위로 몰고있는건 그렇게 하면 내란죄 성립이 안되서 그렇다네요 댓글알바글 믿지 마세요!!,1,0,0
부정선거 밝혀내고 자유민주주의 반드시 수호하자.,0,0,1
극우 유튜브. 방송에 빠지셨다더니...,0,0,0
나 보수입니다 하고 외치는것들은 앞으로 정권 잡으면 안된다 ㅉㅃ,1,1,1
대통령 선거가 부정이였나 보네..은폐하려고 간거구만. 명태균이 여론 조작하고 선관위가 조작해서 윤무식이 됐나???,1,1,1
지들 자식이 니들 부모가 나라가 윤석열 지지 하는 인간들은 다들 바보거나 알바겠지! !  ?,1,1,1
부정선거 밝혀라 안 그러면 친북 친중의해 우리나라가 망할수도...윤통  응원합니다,1,1,1
"윤 대선 자료 명ㅌ가 조작한거 빼오고, 민주당 부정선거 했다고 조작해서 덮어 씌우려는???",1,1,1
조작했으면 이재명이 대동 당선되야 하는거 아녀?! 개돼지들아? 그건 또 실패한거냐? ㅋㅋ,1,1,1
미치광이 2찍 댓글부대가 총력전 펼치고 있습니다. 속지마세요. 계엄은 무조건 용서가 안되는 범죄입니다,1,1,1
조사가 아닌 국짐들 부정선거증거 소각이 목표였다.,1,1,1
내란죄인을 두둔하는 댓글을 겁도없이 달어???ㅋㅋㅋ,1,1,1
부정선거라하고 국회해산 장기집권  그 이유로 계엄 했구나  극우 유투브 그만 봐라,1,1,1
이거 부정선거 댓글 조작 느낌 팍팍나네,0,1,0
주변 민심과 너무 다른 선거결과가 너무나 의심스러웠는데 이번에 의심이 꼭 풀렸으면 합니다,0,0,0
유튜브 말만 믿고 계엄을 했다는 말이냐? 부정 선거 증거 찾으려고?? 검경이 뻔히 존재하는데 못 믿겠고? 대통령이 검사 출신인데??,0,1,1
부정선거는 민주주의의 근간을 뒤흔드는 것으로 주동자들은 엄벌에 처하고 법에따라 모든 후속 조치를 해야 할 것입니다!,0,0,1
"역시   한방이  있었네  어쩐지 허접계엄이라  했는데대통령 대단하다
오늘부로 계엄지지",0,1,1
부정선거로 된건 윤석렬 아닌가 ㅎ,0,1,1
국가전복을 기도하는 댓글부대 2찍 반국가세력,1,1,1
웃기는 소리하네요.어떤국민이 그걸 원했답니까.,0,1,0
가짜뉴스 민주당 만큼 정정당당하게 선거 치르는 당은 없다 부정선거는 200% 없다,1,1,0
"댓글  하곤.물타기  잔아.  바보들아.
의구심  갖게  만들려고",1,1,1
부정선거 수사 끝낼때까지 니들 다 아무것도 하지말고 전부다 대기해라 어설프게 탄핵선동도 구려보인다,1,1,1
넌 수사를 총칼로 하냐? 저거 조사할 때 총칼 들이밀고 해라,0,1,1
부정선거조사를 왜 당신들이 합니까?  문제가 있으면 검경이해야지,0,1,0
대략3시간이면 선관위에서 자료 빼돌려도 남을시간인데 뭐라도 나왔으면 보여줘라!그것도 허탕이면 그냥 대통령의 정신세계가 의심스럽다.,1,1,1
0.7% 차로 윤이 당선된게 2년 넘었는데 부정선거 증거 나오겠냐??? 이거 아니라고? 그럼 뭐가 부정인데?,0,0,1
65세 이상 보수는 꼭 유병장수 하시길 바랍니다.,1,1,1
굥산당 탄핵 ㅡㅡ 당장,1,1,1
지가  망친  선거   반성은  못하고  뇌속에  피해  의식만  쌓이나보네,1,1,1
부정선거 누명씌워서 계엄 정당화하고 내라 2번째  수괴 전국방부 장관이 차기 정권 연속해서 잡으려고....,1,1,1
명태가 잡혔으니 증거인멸할려고 쳐들어갔다가 그냥 우왕좌왕하다 나와겠지 ㅋㅋㅋ,1,1,1
날짜 잡아준 무당 형편없네 복채돌려받아,1,1,1
혹시 명씨가 투표 조작 한게 있어 증거를 없애로 간게 아닌지 의문이네. 뭐 비리가 한 두개여야지!!,0,1,1
종북 좌파 척결하자!내란 프레임 씌우는 것들 여론 뒤집힌다 ㅋㅋㅋ,1,1,1
ㅋ 2찍들 환상의 정신승리 중,1,1,0
그래 부정선거는 윤석열이지. 대선 부정개표 한번 밝혀봐라. 왜 20만표가 갑자기 뒤집히고 1시간동안 일정했는지.. 윤건희는 충분히 하고도 남는다.,0,1,1
와 댓글 알바들~~내란죄를 부정선거로 물타기하네,1,1,1
와 여기 댓글부대 봐라 부정선거 조사하려고 계엄을 선포하는건 더 미친짓 아니냐? 계엄이 무슨 압수수색 정도인줄 아는건가?,1,1,1
부정선거를 이유로 계엄을 했다고? 이게 사유가 되나?,0,0,0
부정선거망상 > 계엄 > 선관위 서버 털어감> 국회 막음 > 언론장악 > 부정선거 공표 > 민주당 국회의원 해체 > 독재,1,1,1
그런데 말입니다. 지금 총선부정선거보다 국힘과 윤의 공천개입 선거조작이 더 문제아니냐? 니들 싼 똥은 깨끗하고 또 습성대로 남의 것은 더럽지?,1,1,1
계엄령 이유 부정선거 잡으려고 역시 윤석열 대통령 대단하다!,0,0,1
"우리나라는 삼권이분리되어있으니 사법부에 맡겼어야 정당한거지. 쿠테타로 뭘 조사한다고, 그냥 탄압이지 이건.",0,0,1
본인 정권에서 선거 치러졌는데 부정선거를 막지도 못했고 증거 찾아서 아직 기소도 못 했다면 부정선거가 있었어도 대통령이 무능하다는 증거,1,0,1
이제 극우들은 계엄의 정당성을 부정선거로 프레임전환~!!! 미친자들에게 국가가 무너질뻔했네!!!!,1,1,1
극우유투브로 정치하는 정신병윤두창,1,1,1
이게말이되냐? 바보국민들상대로  물타기중 계엄이 장난인가?,1,1,1
명태균 여론조작 이슈에서 벗어나려고 억지로 부정선거로 만들어서 쿠데타 하려고 했냐,1,1,1
국힘 .이것들아. 지금 뭐하고 있냐?정신병자가 무슨 짓을 할줄 모르는데 국민은 안중에도 없냐?,1,1,1
2찍 댓글알바들출동했네요 잘선별하시길,0,1,1
검찰 경찰  다 상투 틀어쥔 권력인데 그 때 부정선거라고 판단 했으면 진작에 탈곡기 수사 해서 싹다 구속기소 했지! 말이되는 찍소리를 해라,1,1,1
그래서 부정선거 밝혀졌냐? 이 극우들아!!! 안 밝혀지면 너들은 스스로 진짜 참회해야 한다!!! 사회에 혼란만 일으키는 것들^^,1,1,1
"좌파 선동질,발악!이겨내야 합니다.
좌파들은 강하게  뭉게야 깨갱됩니다!",1,1,1
반성할줄모르는 인간...  옛날직업 답게   남 죄 씌어 지살려고 발버둥치는 정말 인간 이하  나쁜놈이내,1,1,1
과정이 불법이니 결론도 불법인건 당연한거네. 넌 30년 구형이다.,1,1,1
전광훈 말듣고 선관위 털라고 계엄했다고 그러네,0,1,1
부정선거 아니면 내란죄로 사형까지 받는거는 찬성하는거지? ㅋㅋ,1,1,1
윤석열이 극우 틀튜브에 중독되어있다더니 ㅋㅋㅋㅋ,1,1,0
윤석열이 임명한 선거관리위원장도 있는뎈ㅋㅋㅋ 극우 유튜브 헛소리만 믿나 ㅋㅋㅋ ㅍ,1,1,1
총선 다시하자 그냥 제발 다시하자 2찍들아다시하자고  바로  시~이~버~얼 탄핵 시키뿌게,1,1,1
부정선거를   왜 계엄군이 조사해? 니들 들 딱들  진짜 미   쳫구나  야당힌테 관반 안줬으면 어쩔뻔 했어,1,1,1
부정선거 얘기하는 정신병   제발 정치에 관심 끄세요.님들 때문에 보수가 망하는겁니다,1,1,1
"경찰에서 조사 할 일이지 전국민을 상대로 계엄선포하고 언론 통제하고 국민 처단 할 일 아닌듯 
과대망상에 심각한 인지장애 맞네...",1,1,1
베스트 댓글들 보니 이 나라 정신병자들 천국이었구나 싶다,1,1,1
와 부정선거 선동하는 댓글들봐라. 내란수괴만큼이나 능지 떨어지는 것들이네 ㅋㅋ,1,1,1
부정선거 조사를 계엄군이? 이게 맞나요? 다른 방법은 없었나요?,0,0,0
"이 역적인간은 꼭 내란죄로 처벌합시다~~~!!!!
이런 상황인데도 탄핵을 반대한다고~~~~???",1,1,1
완전 제 정신이아닌 대통이네 유치원생도 안하는 짓을 대통이라는기 하고 있다 108,1,1,1
